Kick Category,Name,Score,KER
30-39,Harrison Butker,0.8896159082651138,0.017795592782989367
30-39,Jake Elliott,0.8560777987752642,-0.01574251670686022
30-39,Jason Myers,0.889609775235576,0.017789459753451586
30-39,Jason Sanders,0.8713569991728839,-0.000463316309240569
30-39,Joey Slye,0.8518916368484497,-0.019928678633674757
30-39,Josh Lambo,0.8970281341496635,0.025207818667539073
30-39,Justin Tucker,0.8804813742637634,0.00866105878163892
30-39,Ka'imi Fairbairn,0.8945038366317749,0.022683521149650443
30-39,Mason Crosby,0.8884418408075968,0.01662152532547234
30-39,Matt Bryant,0.831802507241567,-0.04001780824055745
30-39,Matt Gay,0.8877919137477874,0.015971598265662967
30-39,Matt Prater,0.8785811123393831,0.006760796857258611
30-39,Michael Badgley,0.8927399317423502,0.02091961626022576
30-39,Nick Folk,0.8533576528231303,-0.01846266265899421
