Kick Category,Name,Score,ClutchScore
40-49,Brandon McManus,0.6955055785179138,-0.009136075096225826
40-49,Brett Maher,0.6971372686899625,-0.007504384924177154
40-49,Cairo Santos,0.7064478874206543,0.0018062338065146788
40-49,Chris Boswell,0.6973535716533661,-0.007288081960773574
40-49,Cody Parkey,0.7167150041331416,0.012073350519001935
40-49,Dan Bailey,0.6790771305561065,-0.02556452305803314
40-49,Daniel Carlson,0.6783858275413513,-0.026255826072788313
40-49,Dustin Hopkins,0.6822082887996327,-0.022433364814506973
40-49,Graham Gano,0.7059939274421105,0.0013522738279708735
40-49,Greg Zuerlein,0.6772557411875043,-0.02738591242663535
40-49,Harrison Butker,0.6947202164193859,-0.009921437194753802
40-49,Jake Elliott,0.6952885862659005,-0.009353067348239152
40-49,Jason Myers,0.6975665467756765,-0.00707510683846313
40-49,Jason Sanders,0.645993468062631,-0.058648185551508636
40-49,Joey Slye,0.6619527657826741,-0.042688887831465516
40-49,Josh Lambo,0.7107960948577294,0.00615444124358977
40-49,Justin Tucker,0.684486848967416,-0.0201548046467237
40-49,Ka'imi Fairbairn,0.6867388348494258,-0.01790281876471389
40-49,Mason Crosby,0.7288196708845056,0.024178017270365948
40-49,Matt Bryant,0.6923447668552398,-0.012296886758899839
40-49,Matt Gay,0.7238150052726269,0.019173351658487214
40-49,Matt Prater,0.6888327880909568,-0.015808865523182836
40-49,Michael Badgley,0.6958962020774683,-0.00874545153667139
40-49,Nick Folk,0.69837619860967,-0.006265455004469622
40-49,Randy Bullock,0.6791718051983759,-0.02546984841576372
40-49,Robbie Gould,0.7127587671081225,0.008117113493982808
40-49,Rodrigo Blankenship,0.7541782081127166,0.04953655449857697
40-49,Ryan Succop,0.6953402327166663,-0.009301420897473323
40-49,Sam Ficken,0.6886857032775879,-0.015955950336551727
40-49,Stephen Gostkowski,0.7006446894477395,-0.003996964166400163
40-49,Stephen Hauschka,0.6887951598447912,-0.015846493769348435
40-49,Tyler Bass,0.6568563495363507,-0.047785304077788915
40-49,Wil Lutz,0.7440405897796154,0.03939893616547574
40-49,Younghoe Koo,0.7151448268156785,0.010503173201538818
40-49,Zane Gonzalez,0.6756894682583056,-0.028952185355834104
50+,Adam Vinatieri,0.5413108468055725,-0.007065826993271962
50+,Aldrick Rosas,0.5673687126901414,0.01899203889129697
50+,Austin Seibert,0.5415080388387045,-0.006868634960140008
50+,Brandon McManus,0.548420270284017,4.359648517249237e-05
50+,Brett Maher,0.49290079517023905,-0.055475878628605424
50+,Cairo Santos,0.5845636824766794,0.036187008677834975
50+,Chris Boswell,0.5421267375349998,-0.006249936263844624
50+,Cody Parkey,0.6032218337059021,0.05484515990705763
50+,Dan Bailey,0.5433752338091532,-0.00500143998969127
50+,Daniel Carlson,0.6006311093057904,0.05225443550694597
50+,Dustin Hopkins,0.5591189129786058,0.01074223917976136
50+,Graham Gano,0.5085006696837289,-0.039876004115115604
50+,Greg Zuerlein,0.5240302927353803,-0.024346381063464206
50+,Harrison Butker,0.4906881660223007,-0.057688507776543774
50+,Jake Elliott,0.5506531546513239,0.0022764808524794455
50+,Jason Myers,0.5157757320187308,-0.032600941780113635
50+,Jason Sanders,0.5281777450671563,-0.02019892873168816
50+,Joey Slye,0.5207790090487554,-0.027597664750089068
50+,Josh Lambo,0.557707604765892,0.009330930967047513
50+,Justin Tucker,0.4860926220814387,-0.06228405171740575
50+,Ka'imi Fairbairn,0.5500099261601766,0.0016332523613321603
50+,Mason Crosby,0.5669064521789551,0.018529778380110606
50+,Matt Bryant,0.5554380863904953,0.007061412591650829
50+,Matt Gay,0.533763449639082,-0.014613224159762517
50+,Matt Prater,0.5243136246999105,-0.024063049098933975
50+,Michael Badgley,0.5215020477771759,-0.02687462602166857
50+,Nick Folk,0.6188583821058273,0.07048170830698286
50+,Randy Bullock,0.5425709386666616,-0.005805735132182854
50+,Robbie Gould,0.5344418783982595,-0.013934795400584954
50+,Rodrigo Blankenship,0.55584384004275,0.007467166243905532
50+,Ryan Succop,0.516884446144104,-0.03149222765474047
50+,Sam Ficken,0.5250839335577828,-0.02329274024106165
50+,Stephen Gostkowski,0.5492204175545619,0.0008437437557173855
50+,Stephen Hauschka,0.5215224840424277,-0.026854189756416735
50+,Tyler Bass,0.4742834617694219,-0.0740932120294226
50+,Wil Lutz,0.5357294082641602,-0.012647265534684315
50+,Younghoe Koo,0.5836924569947379,0.03531578319589346
50+,Zane Gonzalez,0.5233745098114013,-0.02500216398744315
